PERATURAN,BAB,PASAL
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 103 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan “marka kotak kuning” adalah Marka Jalan berbentuk segi empat berwarna kuning yang berfungsi untuk melarang Kendaraan berhenti di suatu area.  Ayat (4) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 104 Ayat (1) Yang dimaksud dengan ”keadaan tertentu” adalah keadaan sistem Lalu Lintas tidak berfungsi untuk Kelancaran Lalu Lintas yang disebabkan, antara lain, oleh: a. perubahan Lalu Lintas secara tiba-tiba atau situasional; b. Alat Pemberi Isyarat Lalu Lintas tidak berfungsi; c. adanya Pengguna Jalan yang diprioritaskan; d. adanya pekerjaan jalan; e. adanya bencana alam; dan/atau f. adanya Kecelakaan Lalu Lintas.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 105 Cukup jelas.   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 106 . . . - 29 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 106 Ayat (1) Yang dimaksud dengan ”penuh konsentrasi” adalah setiap orang yang mengemudikan Kendaraan Bermotor dengan penuh perhatian dan tidak terganggu perhatiannya karena sakit, lelah, mengantuk, menggunakan telepon atau menonton televisi atau video yang terpasang di Kendaraan, atau meminum minuman yang mengandung alkohol atau obat-obatan sehingga memengaruhi kemampuan dalam mengemudikan Kendaraan. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas. Ayat (5) Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d Yang dimaksud dengan “tanda bukti lain yang sah” adalah surat tanda bukti penyitaan sebagai pengganti Surat Tanda Nomor Kendaraan Bermotor, atau Surat Tanda Coba Kendaraan Bermotor, Surat Izin Mengemudi, dan kartu uji berkala. Ayat (6) Cukup jelas.  Ayat (7) Cukup jelas.  Ayat (8) Cukup jelas.  Ayat (9) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 107 . . . - 30 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 107 Ayat (1) Yang dimaksud dengan “kondisi tertentu” adalah kondisi jarak pandang terbatas karena gelap, hujan lebat, terowongan, dan kabut.  Ayat (2) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 108 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 109 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “keadaan tertentu” adalah jika lajur sebelah kanan atau paling kanan dalam keadaan macet, antara lain akibat Kecelakaan Lalu Lintas, pohon tumbang, jalan berlubang, genangan air, Kendaraan mogok, antrean mengubah arah, atau Kendaraan bermaksud berbelok kiri.  Ayat (3) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 110 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 111 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 112 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 113 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 114 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 115 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 116 . . . - 31 -   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 116 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 117 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 118 Huruf a Cukup jelas.  Huruf b Yang dimaksud dengan “tempat tertentu yang dapat membahayakan” adalah: a. tempat     penyeberangan      Pejalan    Kaki  atau   tempat penyeberangan sepeda yang telah ditentukan; b. jalur khusus Pejalan Kaki; c. tikungan; d. di atas jembatan; e. tempat     yang   mendekati      perlintasan  sebidang   dan persimpangan; f. di muka pintu keluar masuk pekarangan; g. tempat yang dapat menutupi Rambu Lalu Lintas atau Alat Pemberi Isyarat Lalu Lintas; atau h. berdekatan dengan keran pemadam kebakaran atau sumber air untuk pemadam kebakaran.  Huruf c Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 119 Ayat (1) Yang dimaksud dengan “isyarat tanda berhenti” dapat berupa peralatan elektronik atau mekanik yang menunjukkan isyarat dengan tulisan berhenti.  Ayat (2) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 120 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 121 . . . - 32 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 121 Ayat (1) Yang dimaksud dengan “isyarat lain” antara lain lampu darurat dan senter. Yang dimaksud dengan “keadaan darurat” adalah Kendaraan dalam keadaan mogok, Kecelakaan Lalu Lintas, dan mengganti ban.  Ayat (2) Cukup jelas. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 122 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 123 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 124 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 125 Yang dimaksud dengan “jaringan Jalan” adalah satu kesatuan jaringan yang terdiri atas sistem jaringan primer dan sistem jaringan Jalan sekunder yang terjalin dalam hubungan hierarkis.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 126 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 127 Ayat (1) Yang dimaksud dengan “penyelenggaraan kegiatan di luar fungsinya” antara lain: a. kegiatan keagamaan; b. kegiatan kenegaraan; c. kegiatan olahraga; dan/atau d. kegiatan budaya.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan “kepentingan pribadi” antara lain untuk pesta perkawinan, kematian, atau kegiatan lain.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 128 . . . - 33 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 128 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 129 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 130 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 131 Ayat (1) Yang dimaksud dengan “fasilitas lain” antara lain lampu yang ada tandanya bagi Pejalan Kaki.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 132 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 133 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan “retribusi pengendalian Lalu Lintas” adalah dana yang dipungut dari Pengguna Jalan yang akan memasuki ruas jalan atau kawasan yang telah ditetapkan.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 134 Huruf a Cukup jelas.  Huruf b . . . - 34 -  Huruf b Cukup jelas.  Huruf c Cukup jelas.  Huruf d Cukup jelas.  Huruf e Cukup jelas.  Huruf f Cukup jelas.  Huruf g Yang dimaksud dengan “kepentingan tertentu” adalah kepentingan yang memerlukan penanganan segera, antara lain, Kendaraan untuk penanganan ancaman bom, Kendaraan   pengangkut   pasukan,  Kendaraan   untuk penanganan huru-hara, dan Kendaraan untuk penanganan bencana alam.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 135 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 136 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 137 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  Ayat (4) Huruf a Cukup jelas.  Huruf b Cukup jelas. Huruf c . . . - 35 -  Huruf c Yang dimaksud dengan “kepentingan lain” adalah kepentingan     yang  dilakukan     untuk    mengatasi permasalahan keamanan, sosial, dan keadaan darurat yang disebabkan tidak dapat menggunakan mobil penumpang atau mobil bus.  Ayat (5) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 138 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 139 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 140 Yang dimaksud dengan “trayek” adalah lintasan Kendaraan Bermotor Umum untuk pelayanan jasa angkutan, yang mempunyai asal dan tujuan perjalanan tetap, serta lintasan tetap, baik berjadwal maupun tidak berjadwal.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 141 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 142 Huruf a Yang dimaksud dengan ”angkutan lintas batas negara” adalah angkutan dari satu kota ke kota lain yang melewati lintas batas negara dengan menggunakan mobil bus umum yang terikat dalam trayek.  Huruf b Yang dimaksud dengan ”angkutan antarkota antarprovinsi” adalah angkutan dari satu kota ke kota lain yang melalui daerah kabupaten/kota yang melewati satu daerah provinsi yang terikat dalam trayek.  Huruf c Yang dimaksud dengan ”angkutan antarkota dalam provinsi” adalah angkutan dari satu kota ke kota lain antardaerah kabupaten/kota dalam satu daerah provinsi yang terikat dalam trayek. Huruf d . . . - 36 -  Huruf d Yang dimaksud dengan ”angkutan perkotaan” adalah angkutan dari satu tempat ke tempat lain dalam kawasan perkotaan yang terikat dalam trayek. Kawasan perkotaan yang dimaksud berupa: a. kota sebagai daerah otonom; b. bagian daerah kabupaten yang memiliki ciri perkotaan; atau c. kawasan yang berada dalam bagian dari dua atau lebih daerah yang berbatasan langsung dan memiliki ciri perkotaan.  Huruf e Yang dimaksud dengan “angkutan perdesaan” adalah angkutan dari satu tempat ke tempat lain dalam satu daerah kabupaten yang tidak bersinggungan dengan trayek angkutan perkotaan.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 143 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 144 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 145 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “instansi terkait”      adalah   instansi pembina Lalu Lintas dan Angkutan Jalan.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 146 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 147 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 148 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 149 . . . - 37 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 149 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 150 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 151 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 152 Ayat (1) Yang dimaksud dengan “dari pintu ke pintu” adalah pelayanan taksi dari tempat asal ke tempat tujuan (door to door). Yang dimaksud dengan “wilayah operasi” adalah kawasan tempat angkutan taksi beroperasi berdasarkan izin yang diberikan.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 153 Ayat (1) Yang dimaksud dengan “keperluan lain” adalah angkutan yang digunakan untuk karyawan dan keperluan sosial, antara lain, melayat, olahraga, dan hajatan.  Ayat (2) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 154 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “tanda khusus” antara lain adalah tulisan pariwisata dan nama perusahaan. Ayat (3) Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 155 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 156 . . . - 38 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 156 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 157 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 158 Ayat (1) Yang dimaksud dengan “angkutan massal berbasis Jalan” adalah suatu sistem angkutan yang menggunakan mobil bus dengan lajur khusus yang terproteksi sehingga memungkinkan peningkatan kapasitas angkut yang bersifat massal. Yang dimaksud dengan “kawasan perkotaan” adalah kawasan perkotaan megapolitan, kawasan metropolitan, dan kawasan perkotaan besar sesuai dengan ketentuan peraturan perundang- undangan.  Ayat (2) Huruf a Cukup jelas. Huruf b Yang dimaksud dengan “lajur khusus” adalah lajur yang disediakan untuk angkutan massal berbasis jalan sesuai dengan ketentuan peraturan perundang-undangan. Huruf c Yang dimaksud dengan “tidak berimpitan” adalah trayek angkutan umum memiliki kesamaan dengan trayek angkutan massal sehingga memungkinkan timbulnya persaingan yang tidak sehat. Huruf d Yang dimaksud dengan “angkutan pengumpan (feeder)” adalah angkutan umum dengan trayek yang berkelanjutan dengan trayek angkutan massal.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 159 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 160 Huruf a Yang dimaksud dengan “angkutan barang umum” adalah angkutan barang pada umumnya, yaitu barang yang tidak berbahaya dan tidak memerlukan sarana khusus.  Huruf b . . . - 39 -  Huruf b Yang dimaksud dengan “angkutan barang khusus” adalah angkutan yang membutuhkan mobil barang yang dirancang khusus untuk mengangkut benda yang berbentuk curah, cair, dan gas, peti kemas, tumbuhan, hewan hidup, dan alat berat serta membawa barang berbahaya, antara lain: a. barang yang mudah meledak; b. gas mampat, gas cair, gas terlarut pada tekanan atau temperatur tertentu; c. cairan mudah menyala; d. padatan mudah menyala; e. bahan penghasil oksidan; f. racun dan bahan yang mudah menular; g. barang yang bersifat radioaktif; dan h. barang yang bersifat korosif. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 161 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 162 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 163 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 164 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 165 Ayat (1) Yang dimaksud dengan “angkutan multimoda” adalah angkutan barang dengan menggunakan paling sedikit 2 (dua) moda angkutan yang berbeda atas dasar 1 (satu) kontrak yang menggunakan dokumen angkutan multimoda dari 1 (satu) tempat penerimaan barang oleh operator angkutan multimoda ke suatu tempat yang ditentukan untuk penyerahan barang tersebut. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 166 . . . - 40 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 166 Ayat (1) Cukup jelas.  Ayat (2) Huruf a Yang dimaksud dengan “tiket Penumpang” adalah dokumen yang memuat informasi paling sedikit: a. nomor, tempat duduk, dan tanggal penerbitan; b. nama Penumpang dan nama pengangkut; c. tempat, tanggal, dan waktu pemberangkatan serta tujuan perjalanan; d. nomor pemberangkatan; dan e. pernyataan bahwa pengangkut tunduk pada ketentuan dalam Undang-Undang ini.  Huruf b Yang dimaksud dengan “tanda pengenal bagasi” adalah tanda yang paling sedikit memuat informasi tentang: a. nomor tanda pengenal bagasi; b. kode tempat keberangkatan dan tempat tujuan; dan c. berat bagasi.  Huruf c Cukup jelas.  Ayat (3) Huruf a Yang dimaksud dengan “surat perjanjian pengangkutan barang” adalah bukti pembayaran sah antara pengangkut barang dan pengirim barang.  Huruf b Yang dimaksud dengan “surat muatan barang” adalah surat yang menerangkan jenis dan jumlah barang serta asal dan tujuan pengiriman. Pengangkutan barang dengan surat muatan barang tidak termasuk angkutan untuk barang pribadi.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 167 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 168 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 169 . . . - 41 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 169 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 170 Ayat (1) Yang dimaksud dengan “lokasi tertentu” adalah tempat pengawasan angkutan barang yang dilakukan secara efektif dan efisien.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 171 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 172 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 173 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 174 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 175 Ayat (1) Yang dimaksud dengan ”jangka waktu tertentu” adalah masa berlaku izin penyelenggaraan angkutan umum.  Ayat (2) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 176 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 177 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 178 . . . - 42 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 178 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 179 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 180 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 181 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 182 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 183 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 184 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 185 Ayat (1) Yang dimaksud dengan “trayek tertentu” adalah trayek angkutan penumpang umum orang yang secara finansial belum menguntungkan, termasuk trayek angkutan perintis.  Ayat (2) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 186 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 187 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 188 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 189 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 190 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 191 . . . - 43 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 191 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 192 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 193 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 194 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 195 Ayat (1) Cukup jelas. Ayat (2) Yang dimaksud dengan “memungut biaya tambahan” adalah pengenaan biaya tambahan di luar biaya yang telah disepakati oleh pengirim atau penerima barang kepada Perusahaan Angkutan Umum karena adanya biaya penyimpanan barang sebagai akibat keterlambatan pengambilan barang. Ayat (3) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 196 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 197 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 198 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 199 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 200 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  Ayat (3) . . . - 44 -  Ayat (3) Huruf a Yang dimaksud dengan “program nasional Keamanan Lalu Lintas dan Angkutan Jalan” antara lain: a. Polisi Sahabat Anak; b. Cara Aman ke Sekolah; c. Patroli Keamanan Sekolah; d. Pramuka Saka Bhayangkara Krida Lalu Lintas; e. Kemitraan Lalu Lintas; dan f. Pedoman Sistem Keamanan bagi Perusahaan Angkutan Umum. Huruf b Yang dimaksud dengan “fasilitas dan perlengkapan Keamanan Lalu Lintas dan Angkutan Jalan” antara lain: a. pusat manajeman Lalu Lintas (traffic management centre); b. pusat komunikasi dan sambungan langsung (call centre and hotline); c. sirkuit televisi terbatas (closed circuit television); d. alat pemberi isyarat terjadinya bahaya; e. Pos Polisi; f. sarana peraga; dan g. tombol untuk pemberitahuan keadaan panik (panic button); Huruf c Yang dimaksud dengan “pelaksanaan pendidikan dan pelatihan” antara lain: a. cara aman dan selamat ke sekolah; dan b. cara aman dan selamat berkendara. Huruf d Cukup jelas.  Huruf e Cukup jelas. Huruf f Cukup jelas. Huruf g Cukup jelas. Huruf h Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 201 . . . - 45 -   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 201 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “alat pemberi informasi” adalah perangkat elektronik yang berisi informasi dan komunikasi dengan menggunakan isyarat, gelombang radio, dan/atau gelombang satelit untuk memberikan informasi dan komunikasi terjadinya tindak pidana, antara lain lampu isyarat, alat pelacakan, dan alat petunjuk posisi geografis (global positioning system).  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 202 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 203 Ayat (1) Cukup jelas.  Ayat (2) Huruf a Yang dimaksud dengan “program nasional Keselamatan Lalu Lintas dan Angkutan Jalan” antara lain: a. Polisi Mitra Kampus (Police Goes to Campus); b. Cara Berkendara dengan Selamat (Safety Riding); c. Forum Lalu Lintas (Traffic Board); d. Kampanye Keselamatan Lalu Lintas; e. Taman Lalu Lintas; f. Sekolah Mengemudi; dan g. Kemitraan Global Keselamatan Lalu Lintas (Global Road Safety Partnership).  Huruf b Yang dimaksud dengan “fasilitas dan perlengkapan Keselamatan Lalu Lintas” antara lain alat pemantau kecepatan dan alat pemantau kemacetan.  Huruf c Cukup jelas.  Huruf d Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 204 . . . - 46 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 204 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 205 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 206 Cukup jelas.  
